School,Program,Date_Added,Decision_Detail,Season,Status,GPA,GRE,Comment
University of Pennsylvania,Education Entrepreneurship,"March 02, 2020",Accepted on 2 Mar,F20,American,3.40,,Got email to check the app portal. 6 years of education product exp outside of the US.
University of Pennsylvania,Data Science,"March 01, 2020",Accepted on 15 Jan,F20,American,3.80,GRE 169 | GRE V 160 | GRE AW 4.50,I'm not sure how competitive this program is....
University of Pennsylvania,Public Administration,"March 01, 2020",Accepted on 28 Feb,F20,International,,,
University of Pennsylvania,Higher Education,"February 26, 2020",Accepted on 26 Feb,F20,American,3.26,GRE 160 | GRE V 157,"Congratulations! The faculty is pleased to offer you Fall 2020 admission to the University of Pennsylvania Graduate School of Education (Penn GSE) Higher Education, MSEd program. In addition, we're delighted to be able to offer you $10,000 in merit scholarship and $7,500 in need-based aid to help you achieve your academic goals."
University of Pennsylvania,Higher Education,"February 26, 2020",Accepted on 26 Feb,F20,American,,,
University of Pennsylvania,Landscape Architecture,"February 26, 2020",Accepted on 24 Feb,F20,International,,,Email from Richard Weller
University of Pennsylvania,City Planning,"February 24, 2020",Accepted on 24 Feb,F20,International,3.93,GRE 170 | GRE V 165 | GRE AW 4.50,
University of Pennsylvania,Social Policy,"February 24, 2020",Accepted on 24 Feb,F20,,3.30,GRE 158 | GRE V 164 | GRE AW 5.00,
California University Of Pennsylvania,Speech Language Pathology,"February 22, 2020",Accepted on 21 Feb,F20,American,3.60,,
University of Pennsylvania,Public Health,"December 09, 2014",Accepted on 1 Dec,F15,American,,,'
University of Pennsylvania,Social Work,"November 19, 2014",Rejected on 18 Nov,F15,American,,,'
University of Pennsylvania,Business,"September 18, 2014",Other on 18 Sep,F15,International,3.60,,'
University Of Pennsylvania (UPenn),Master Of Public Health - Generalist,"June 03, 2014",Accepted on 30 May,F14,,,,'
University of Pennsylvania,Robotics,"May 25, 2014",Accepted on 21 May,F14,International,,GRE 161 | GRE V 162 | GRE AW 5.50,'
University of Pennsylvania,Computer and Information Technology,"May 09, 2014",Rejected on 9 May,F14,American,3.60,GRE 154 | GRE V 157 | GRE AW 5.00,'
University of Pennsylvania,MCIT,"May 09, 2014",Rejected on 9 May,F14,International,,GRE 156 | GRE V 168 | GRE AW 5.00,'
University Of Pennsylvania (UPenn),Chemical Engineering,"May 07, 2014",Rejected on 7 May,F14,International,,,
California University of Pennsylvania,Speech-Language Pathology,"April 29, 2014",Accepted on 25 Apr,F14,American,,,"To the poster below: I got an acceptance email last Friday. (I tried to post it on here but it didn't work.) It doesn't have a date for me to respond by, but I will be declining."
California University of Pennsylvania,Speech-Language Pathology,"April 29, 2014",Other on 29 Apr,F14,American,,,Has anyone spoken to Cal U of PA? Is there a date we should hear by?
California University of Pennsylvania,Communication Disorders,"April 26, 2014",Accepted on 25 Apr,F14,American,,,
California University of Pennsylvania,Communication Disorders,"April 26, 2014",Accepted on 26 Apr,F14,American,,,
California University of Pennsylvania,Communication Disorders,"April 26, 2014",Accepted on 26 Apr,F14,American,,,
University of Pennsylvania,Public Health,"April 17, 2014",Accepted on 8 Apr,F14,American,3.30,GRE 161 | GRE V 163 | GRE AW 4.00,
University Of Pennsylvania LPS,Environmental Studies,"April 16, 2014",Accepted on 16 Apr,F13,American,,,Conditional acceptance... But I have to wait until tomorrow to find out what the condition is. The suspense!
University of Pennsylvania,Materials Science And Engineering,"April 16, 2014",Rejected on 2 Apr,F14,International,,,
University of Pennsylvania,East Asian Languages and Civilizations,"April 16, 2014",Accepted on 16 Apr,F14,International,3.97,GRE 164 | GRE V 161 | GRE AW 4.00,
University of Pennsylvania,Community Mental Health Counseling,"April 14, 2014",Accepted on 26 Mar,F14,American,,,Received an e-mail to check website. Scholarship given as well!
University of Pennsylvania,Engineering And Applied Science,"April 09, 2014",Rejected on 8 Apr,F14,International,3.69,GRE 164 | GRE V 139 | GRE AW 2.50,Received email check website.
California University of Pennsylvania,Speech Language Pathology,"April 04, 2014",Wait listed on 1 Apr,F14,American,,,
Clarion University Of Pennsylvania,Speech Pathology & Audiology,"April 02, 2014",Accepted on 28 Mar,F14,American,,,Accepted but will be denying. Hope a spot opens up for someone!
University of Pennsylvania,Materials Science And Engineering,"April 02, 2014",Rejected on 2 Apr,F14,International,,,The result is on the website below the submission red block. Some of my friends have not yet got the results from the website either.
Clarion University Of Pennsylvania,Speech-Language Pathology,"March 28, 2014",Accepted on 27 Mar,S14,American,3.20,GRE 144 | GRE V 145 | GRE AW 3.50,Clarion undergrad's notified yesterday. All applicants were ranked with bottom students offered Spring 2015 admission and top students offered Fall/Summer 2014 admission. There is however a Fall wait list in the event that spots open up and Spring admittances would like to begin in the Fall.
University of Pennsylvania,"Materials Science, Masters","March 28, 2014",Other on 28 Mar,F14,International,3.70,GRE 163 | GRE V 160 | GRE AW 4.50,"I have applied in the first week of Nov, before the first deadline. Still haven't heard back. Anybody here who has heard back?"
University of Pennsylvania,Art History,"March 27, 2014",Accepted on 27 Mar,F14,,,,I am so excited but they do not offering funding for their MA program so I am going to reject the offer. Its ok...I have offers from two other institutions...Ivy League would have been nice though!
Clarion University Of Pennsylvania,Speech-Language Pathology,"March 27, 2014",Accepted on 27 Mar,F14,American,3.76,GRE 152 | GRE V 146 | GRE AW 4.00,
University of Pennsylvania,Biotechnology,"March 25, 2014",Rejected on 25 Mar,F14,American,,,Email to check website. I expected this with my stats.
University of Pennsylvania,Mathematics,"March 24, 2014",Accepted on 24 Mar,F14,American,3.72,GRE 170 | GRE V 164 | GRE AW 4.00,It was a backup school. I was aiming for PhD programs. I'm not sure if I can even afford a Masters degree...
University of Pennsylvania,Art History,"March 20, 2014",Rejected on 20 Mar,F14,International,,,Not a perfect match anyway. Got my dream school already.
University of Pennsylvania,Art History,"March 19, 2014",Rejected on 19 Mar,F14,American,,,Email to check website
University of Pennsylvania,East Asian Languages and Civilizations,"March 17, 2014",Accepted on 16 Mar,F14,International,,,
University of Pennsylvania,Environmental And Building Design,"March 17, 2014",Accepted on 14 Mar,F14,International,,,Accepted with $15K scholarship
University of Pennsylvania,Architecture,"March 17, 2014",Accepted on 14 Mar,F14,American,3.60,GRE 160 | GRE V 158 | GRE AW 4.50,"$24,500 per year!"
University of Pennsylvania,East Asia Languages And Civlizations,"March 17, 2014",Accepted on 17 Mar,F14,International,3.32,GRE 164 | GRE V 154 | GRE AW 3.50,NO INFO ABOUT FUNDING.........
University of Pennsylvania,East Asian Languages and Cultures,"March 16, 2014",Accepted on 16 Mar,F14,International,3.77,GRE 162 | GRE V 159 | GRE AW 4.00,"I actually emailed them to ask ten days ago and got the news, with no funding. The official email arrived today. Not sure if I'm going."
University of Pennsylvania,East Asian Languages and Civilizations,"March 16, 2014",Accepted on 16 Mar,F14,American,3.72,,"Brief email, no word on funding"
University of Pennsylvania,Public Administration,"March 16, 2014",Accepted on 14 Mar,F14,American,,,
University of Pennsylvania,Urban Spatial Analytics,"March 15, 2014",Accepted on 14 Mar,F14,American,3.43,GRE 170 | GRE V 169 | GRE AW 6.00,$10k scholarship
University of Pennsylvania,Computer And Information Tecnology (MCIT),"March 15, 2014",Rejected on 15 Mar,F14,International,,GRE 163 | GRE V 165 | GRE AW 5.00,
University of Pennsylvania,Computer and Information Technology,"March 15, 2014",Rejected on 14 Mar,F14,International,,,
University of Pennsylvania,Landscape Architecture,"March 14, 2014",Rejected on 14 Mar,F14,International,3.00,,
University of Pennsylvania,Biomedical Engineering,"March 14, 2014",Rejected on 12 Mar,F14,American,,,
University of Pennsylvania,Architecture (M.Arch Professional),"March 14, 2014",Accepted on 14 Mar,F14,American,3.40,GRE 155 | GRE V 155 | GRE AW 4.00,"$24,500/yr PennDesign scholarship. B.Arch w/ honors from UMich."
University of Pennsylvania,MPA,"March 14, 2014",Accepted on 14 Mar,F14,,3.30,GRE 157 | GRE V 163 | GRE AW 5.00,
University Of Pennsylvania (Penndesign),Master Of Landscape Architecture 3 Year MLA,"March 14, 2014",Wait listed on 14 Mar,F14,American,,,2nd time on wait-list
University of Pennsylvania,Architecture,"March 14, 2014",Wait listed on 14 Mar,F14,International,3.27,GRE 790 | GRE V 620 | GRE AW 3.50,"Well, dont really care...got into columbia~~"
University of Pennsylvania,Penndesign MLA 3 Year,"March 14, 2014",Wait listed on 14 Mar,F14,American,,,2nd time on wait-list.
University of Pennsylvania,City Planning,"March 14, 2014",Rejected on 14 Mar,F14,International,,,
University of Pennsylvania,Architecture,"March 14, 2014",Accepted on 14 Mar,F14,American,2.69,GRE 158 | GRE V 161 | GRE AW 4.00,
University Of Pennsylvania (PennDesign),Architecture,"March 14, 2014",Accepted on 14 Mar,F14,American,3.62,GRE 148 | GRE V 153 | GRE AW 3.00,So happy!!!
University of Pennsylvania,Landscape Architecture,"March 14, 2014",Rejected on 14 Mar,F14,,,,
University of Pennsylvania,"Architecture, MArch 1","March 14, 2014",Rejected on 14 Mar,F14,American,,,
University of Pennsylvania,"Master Of Landscape Architecture (MLA,3yr)","March 14, 2014",Wait listed on 14 Mar,F14,International,,,
University of Pennsylvania,Architecture And Landscape Architecture,"March 14, 2014",Accepted on 14 Mar,F13,American,3.95,GRE 165 | GRE V 168 | GRE AW 6.00,Dual MLA / MArch I with AP in Architecture
University of Pennsylvania,Architecture,"March 14, 2014",Accepted on 14 Mar,F14,International,3.01,GRE 800 | GRE V 730 | GRE AW 3.00,M.Arch 2
"University Of Pennsylvania, PennDesign","Landscape Architecture, MLA","March 14, 2014",Rejected on 14 Mar,F14,American,,,Out at PennDesign. In at GSD w $$$ and Cornell.
University Of Pennsylvania (PennDesign),"Architecture, M. Arch I","March 14, 2014",Accepted on 14 Mar,F14,American,3.70,GRE 145 | GRE V 147 | GRE AW 4.00,Design scholarship of $4500 a year. Probably not worth it.
University of Pennsylvania,Architecture,"March 14, 2014",Accepted on 14 Mar,F14,American,3.83,GRE 154 | GRE V 154 | GRE AW 4.00,Advanced standing (2-year program) with annual scholarship.
University of Pennsylvania,MLA1 Landscape Architecture,"March 14, 2014",Rejected on 14 Mar,F14,International,,,"expected, all the offer had been sent out before"
University Of Pennsylvania (PennDesign),M.Arch1 Architecture,"March 14, 2014",Accepted on 14 Mar,F14,American,,,"$12,000 yearly merit scholarship"
East Stroudsburg University Of Pennsylvania,Speech Pathology,"March 12, 2014",Accepted on 12 Mar,F14,American,,,Sooo excited!! :) Did my undergrad at another PA state school and was not expecting to be accepted here!
University of Pennsylvania,Materials Science And Engineering,"March 11, 2014",Accepted on 20 Feb,F14,International,,,
University of Pennsylvania,Historic Preservation,"March 10, 2014",Accepted on 7 Mar,F14,American,,,
University of Pennsylvania,Applied Math Computational Science,"March 10, 2014",Accepted on 10 Mar,F14,American,,,Emailed to ask status.
The University Of Pennsylvania,Art History,"March 08, 2014",Other on 8 Mar,F14,American,3.80,GRE 142 | GRE V 159 | GRE AW 5.00,"Unofficial email from director of program, and potential advisor, with official electronic offer to follow. No word on funding: assumed nil. Acceptance via online application. HOLY FUCKING SHIT. Blown away! I had written them off. Research interest: Greco-Roman Egypt."
University of Pennsylvania,Art History,"March 07, 2014",Accepted on 7 Mar,S14,American,,,Can't believe it!
University of Pennsylvania,Art History,"March 05, 2014",Rejected on 5 Mar,F14,American,,,Emailed because I have an 'exploding offer' from another school. Said decisions were still about a week away but at this time said they were unable to offer me admission.
University of Pennsylvania,Applied Math And Computational Science (AMCS),"March 04, 2014",Accepted on 4 Mar,F14,International,3.60,GRE 170 | GRE V 149 | GRE AW 3.00,
University of Pennsylvania,Historic Preservation,"March 04, 2014",Accepted on 2 Mar,F14,International,,,Interviewed on 26 Feb via Skype with Chair of the program and got admission on 2 Mar by E-mail from same professor!
University Of Pennsylvania (Upenn),Environmental Building Design (MEBD),"March 03, 2014",Accepted on 3 Mar,F14,International,3.80,,
